database_name,schema_name,table_name,column_count
q4_v862_rep,dbo,lk_ra_sra_data,14
q4_v862_rep,dbo,lk_ra_step_data,17
q4_v862_rep,dbo,lk_ra_steps_data,20
q4_v862_rep,dbo,lk_ra_unitsatrisk_data,17
q4_v862_rep,dbo,lk_re_eq_data,17
q4_v862_rep,dbo,lk_re_lm_data,17
q4_v862_rep,dbo,lk_re_qg_data,19
q4_v862_rep,dbo,lk_rg_ve_data,14
q4_v862_rep,dbo,lk_rh_controls_data,30
q4_v862_rep,dbo,lk_rh_controls_deselected_data,20
q4_v862_rep,dbo,lk_rh_hazards_data,26
q4_v862_rep,dbo,lk_rh_ro_data,22
q4_v862_rep,dbo,lk_rh_sc_data,28
q4_v862_rep,dbo,lk_rh_steps_data,20
q4_v862_rep,dbo,lk_rh_unitsatrisk_data,18
q4_v862_rep,dbo,lk_ro_pr_data,17
q4_v862_rep,dbo,lk_rq_gp_hi_sc_data,23
q4_v862_rep,dbo,lk_rq_gp_sc_data,21
q4_v862_rep,dbo,lk_rq_hi_sc_data,23
q4_v862_rep,dbo,lk_rq_hi_ve_data,16
q4_v862_rep,dbo,lk_rq_sc_data,21
q4_v862_rep,dbo,lk_rq_ve_data,14
q4_v862_rep,dbo,lk_rs_ro_data,15
q4_v862_rep,dbo,lk_rt_controls_data,27
q4_v862_rep,dbo,lk_rt_controls_deselected_data,20
q4_v862_rep,dbo,lk_rt_hazards_data,25
q4_v862_rep,dbo,lk_rt_ro_data,21
q4_v862_rep,dbo,lk_rt_steps_data,20
q4_v862_rep,dbo,lk_sd_ch_data,19
q4_v862_rep,dbo,lk_sd_ct_data,19
q4_v862_rep,dbo,lk_sd_dj_data,22
q4_v862_rep,dbo,lk_sd_eq_data,14
q4_v862_rep,dbo,lk_sd_gt_data,19
q4_v862_rep,dbo,lk_sd_ic_data,16
q4_v862_rep,dbo,lk_sd_ir_data,37
q4_v862_rep,dbo,lk_sd_is_data,59
q4_v862_rep,dbo,lk_sd_lb_data,19
q4_v862_rep,dbo,lk_sd_oh_data,16
q4_v862_rep,dbo,lk_sd_ro_data,22
q4_v862_rep,dbo,lk_sd_rs_data,23
q4_v862_rep,dbo,lk_sd_sc_data,23
q4_v862_rep,dbo,lk_sd_sp_data,14
q4_v862_rep,dbo,lk_sd_tp_is_data,43
q4_v862_rep,dbo,lk_sn_eq_data,15
q4_v862_rep,dbo,lk_sn_is_data,52
q4_v862_rep,dbo,lk_sn_ro_data,22
q4_v862_rep,dbo,lk_sn_rs_data,23
q4_v862_rep,dbo,lk_sn_sc_data,23
q4_v862_rep,dbo,lk_st_ch_sa_data,14
q4_v862_rep,dbo,lk_st_ct_ch_data,14
q4_v862_rep,dbo,lk_st_ct_sa_data,14
q4_v862_rep,dbo,lk_st_st_cq_data,22
q4_v862_rep,dbo,lk_sth_sc_data,20
q4_v862_rep,dbo,lk_sth_sth_node_data,14
q4_v862_rep,dbo,lk_ta_lo_data,14
q4_v862_rep,dbo,lk_ta_lo_te_data,17
q4_v862_rep,dbo,lk_te_ha_data,14
q4_v862_rep,dbo,lk_te_sc_data,21
q4_v862_rep,dbo,lk_te_tc_data,14
q4_v862_rep,dbo,lk_tp_ti_data,15
q4_v862_rep,dbo,lk_ty_mn_data,14
q4_v862_rep,dbo,lk_ty_si_data,16
q4_v862_rep,dbo,lk_ty_sk_data,14
q4_v862_rep,dbo,lk_ty_su_data,15
q4_v862_rep,dbo,lk_wc_au_data,18
q4_v862_rep,dbo,lk_wc_pa_data,19
q4_v862_rep,dbo,lk_wc_rq_data,22
q4_v862_rep,dbo,lk_wc_sc_data,20
q4_v862_rep,dbo,lk_wc_sp_data,18
q4_v862_rep,dbo,lk_wk_at_data,22
q4_v862_rep,dbo,lk_wk_cc_data,21
q4_v862_rep,dbo,lk_wk_co_data,19
q4_v862_rep,dbo,lk_wk_da_data,14
q4_v862_rep,dbo,lk_wk_eq_data,15
q4_v862_rep,dbo,lk_wk_ic_data,14
q4_v862_rep,dbo,lk_wk_mp_data,39
q4_v862_rep,dbo,lk_wk_pe_data,14
q4_v862_rep,dbo,lk_wk_ra_data,14
q4_v862_rep,dbo,lk_wk_sa_data,21
q4_v862_rep,dbo,lk_wk_sc_data,21
q4_v862_rep,dbo,lk_wk_sk_data,14
q4_v862_rep,dbo,lk_wk_sn_data,14
q4_v862_rep,dbo,lk_wk_sp_data,43
q4_v862_rep,dbo,lk_wk_ss_data,19
q4_v862_rep,dbo,lk_wk_st_data,19
q4_v862_rep,dbo,lk_wk_su_data,16
q4_v862_rep,dbo,lk_wk_ta_data,17
q4_v862_rep,dbo,lk_wk_tc_data,19
q4_v862_rep,dbo,lk_wk_td_data,29
q4_v862_rep,dbo,lk_wk_te_data,16
q4_v862_rep,dbo,lk_wk_tl_data,14
q4_v862_rep,dbo,lk_wk_tr_data,14
q4_v862_rep,dbo,lk_ws_cc_data,16
q4_v862_rep,dbo,lk_ws_co_data,17
q4_v862_rep,dbo,lk_ws_da_data,14
q4_v862_rep,dbo,lk_ws_re_data,14
q4_v862_rep,dbo,lk_ws_sa_data,16
q4_v862_rep,dbo,lk_ws_sk_data,14
q4_v862_rep,dbo,lk_ws_sp_data,31
q4_v862_rep,dbo,lk_ws_td_data,19
q4_v862_rep,dbo,lk_ws_te_data,14
q4_v862_rep,dbo,lk_ws_tl_data,14
q4_v862_rep,dbo,lk_ws_tr_data,14
q4_v862_rep,dbo,lk_ws_ty_data,14
q4_v862_rep,dbo,lockpool_data,19
q4_v862_rep,dbo,lockpool_history_data,19
q4_v862_rep,dbo,log_data,11
q4_v862_rep,dbo,lookuppool_data,18
q4_v862_rep,dbo,lu_bd_ch_data,14
q4_v862_rep,dbo,lu_bd_gp_data,14
q4_v862_rep,dbo,lu_ca_tp_data,14
q4_v862_rep,dbo,lu_ca_un_data,14
q4_v862_rep,dbo,lu_cc_sg_data,14
q4_v862_rep,dbo,lu_cc_st_data,15
q4_v862_rep,dbo,lu_cc_ty_data,14
q4_v862_rep,dbo,lu_cm_as_data,14
q4_v862_rep,dbo,lu_cm_at_data,15
q4_v862_rep,dbo,lu_cm_costcat_data,14
q4_v862_rep,dbo,lu_cm_dm_data,14
q4_v862_rep,dbo,lu_cm_docty_data,14
q4_v862_rep,dbo,lu_cm_eq_lo_division_data,14
q4_v862_rep,dbo,lu_cm_eq_lo_status_data,14
q4_v862_rep,dbo,lu_cm_fi_pd_data,17
q4_v862_rep,dbo,lu_cm_fiscalyear_data,13
